x,y,yaw,v
50.2694,1847.6079,1.1964,5.6735
50.6186,1848.5549,1.2812,5.7199
50.8873,1849.5408,1.3676,5.7828
51.0735,1850.5625,1.4464,5.8404
51.1850,1851.6337,1.5233,5.8832
51.2139,1852.7798,1.6019,5.9348
51.1634,1853.8151,1.6666,5.9791
51.0448,1854.8668,1.7191,5.9994
50.8781,1855.8918,1.7583,5.9985
50.6697,1856.9324,1.7899,5.9480
50.4386,1857.9370,1.8362,5.9307
50.1516,1858.9429,1.9067,5.9402
49.7887,1859.9211,1.9864,5.9822
49.3341,1860.8939,2.0688,6.0238
48.8173,1861.8018,2.1416,6.0661
48.1953,1862.7306,2.2069,6.1133
47.5674,1863.5568,2.2613,6.1531
46.8581,1864.3918,2.3127,6.1827
46.1231,1865.1754,2.3607,6.1996
45.3325,1865.9408,2.4091,6.2133
44.5084,1866.6650,2.4553,6.2223
43.6434,1867.3567,2.4950,6.2311
42.7529,1868.0151,2.5133,6.2081
41.8701,1868.6537,2.5078,6.1792
40.9826,1869.3118,2.4718,6.1648
40.1384,1869.9962,2.4161,6.1586
39.3317,1870.7355,2.3469,6.1690
38.5890,1871.5204,2.2749,6.1959
37.8941,1872.3713,2.1986,6.2297
37.2727,1873.2639,2.1235,6.2682
36.7068,1874.2231,2.0501,6.2951
36.2137,1875.2158,1.9821,6.3196
35.7834,1876.2504,1.9185,6.3236
35.4266,1877.2822,1.8603,6.2659
35.1270,1878.3428,1.8041,6.1638
34.8941,1879.3770,1.7513,5.9560
34.7186,1880.3978,1.7020,5.7093
34.5859,1881.5154,1.6552,5.4573
34.5080,1882.6226,1.6195,5.3804
34.4670,1883.6951,1.5952,5.2858
34.4487,1884.7501,1.5775,5.1611
34.4472,1885.7793,1.5660,5.0325
34.4551,1886.7966,1.5593,4.9191
34.4706,1887.9231,1.5554,4.8136
34.4888,1889.0244,1.5537,4.7425
34.5080,1890.1160,1.5547,4.7053
34.5248,1891.1926,1.5572,4.6376
34.5384,1892.2610,1.5605,4.6078
34.5482,1893.3065,1.5636,4.5986
34.5550,1894.3612,1.5662,4.6007
34.5594,1895.4240,1.5681,4.5993
34.5618,1896.4873,1.5698,4.5974
34.5623,1897.5492,1.5713,4.5948
34.5615,1898.5925,1.5722,4.5927
34.5599,1899.6477,1.5723,4.5916
34.5592,1900.7062,1.5634,4.5906
34.5740,1901.7736,1.5433,4.5945
34.6137,1902.8240,1.5008,4.5901
34.7125,1903.8798,1.4322,4.6248
34.8899,1904.9290,1.3523,4.6650
35.1628,1905.9874,1.2593,4.7214
35.5390,1907.0227,1.1647,4.7695
36.0175,1908.0332,1.0672,4.7950
36.5906,1908.9875,0.9684,4.8156
37.2623,1909.8875,0.8610,4.8321
37.9419,1910.6218,0.7599,4.8573
38.6986,1911.2905,0.6450,4.8673
39.6381,1911.9292,0.5035,4.9119
40.5483,1912.3813,0.3806,4.9786
41.5104,1912.7236,0.2683,5.0138
42.5095,1912.9602,0.1750,5.0658
43.5571,1913.1146,0.1072,5.2809
44.6527,1913.2090,0.0553,5.5350
45.8133,1913.2539,0.0132,5.7481
46.8283,1913.2561,-0.0113,5.8578
47.8827,1913.2365,-0.0269,5.8314
48.8828,1913.2059,-0.0332,5.6799
49.8833,1913.1715,-0.0346,5.5527
51.0107,1913.1323,-0.0325,5.4785
52.1382,1913.0972,-0.0281,5.3846
53.2341,1913.0681,-0.0228,5.3278
54.3226,1913.0454,-0.0175,5.2861
55.3911,1913.0283,-0.0126,5.2451
56.4547,1913.0162,-0.0084,5.2425
57.5233,1913.0085,-0.0049,5.2392
58.5970,1913.0040,-0.0022,5.2331
59.6591,1913.0024,-0.0002,5.2257
60.7342,1913.0027,0.0013,5.2202
61.7940,1913.0042,0.0018,5.2161
62.8838,1913.0062,0.0006,5.2138
63.9207,1913.0060,-0.0040,5.2123
64.9851,1912.9991,-0.0140,5.2125
66.0407,1912.9791,-0.0315,5.2137
67.1035,1912.9365,-0.0578,5.2183
68.1623,1912.8630,-0.0929,5.2260
69.2351,1912.7469,-0.1386,5.2382
70.2794,1912.5819,-0.1945,5.2594
71.3224,1912.3525,-0.2579,5.2900
72.3631,1912.0511,-0.3297,5.3154
73.3811,1911.6742,-0.4098,5.3465
74.3654,1911.2144,-0.4942,5.3839
75.3128,1910.6686,-0.5822,5.4211
76.2081,1910.0411,-0.6716,5.4576
77.0643,1909.3171,-0.7638,5.4830
77.8439,1908.5247,-0.8558,5.4982
78.5580,1907.6498,-0.9494,5.5084
79.1867,1906.7128,-1.0407,5.5152
79.7210,1905.7384,-1.1266,5.5140
80.1793,1904.7020,-1.2101,5.5038
80.5487,1903.6393,-1.2877,5.4825
80.8345,1902.5583,-1.3575,5.4869
81.0471,1901.4578,-1.4180,5.5164
81.1965,1900.3411,-1.4678,5.5662
81.2961,1899.1890,-1.5096,5.6397
81.3466,1898.1809,-1.5374,5.7326
81.3723,1897.1478,-1.5588,5.8380
81.3783,1896.1133,-1.5738,5.9141
81.3704,1895.0344,-1.5838,5.9567
81.3540,1893.9880,-1.5885,5.9729
81.3327,1892.8438,-1.5897,5.9717
81.3135,1891.8306,-1.5885,5.9540
81.2952,1890.7800,-1.5861,5.9339
81.2796,1889.7148,-1.5830,5.9270
81.2677,1888.6678,-1.5798,5.9235
81.2592,1887.6005,-1.5766,5.9204
81.2540,1886.5343,-1.5737,5.9173
81.2517,1885.4578,-1.5713,5.9150
81.2518,1884.3932,-1.5694,5.9129
81.2537,1883.3188,-1.5680,5.9110
81.2570,1882.2589,-1.5670,5.9099
81.2612,1881.1648,-1.5663,5.9092
81.2659,1880.1055,-1.5659,5.9088
81.2710,1879.0333,-1.5659,5.9087
81.2761,1877.9585,-1.5662,5.9086
81.2804,1876.8623,-1.5626,5.9070
81.2912,1875.7871,-1.5513,5.9067
81.3165,1874.7162,-1.5310,5.9001
81.3674,1873.6294,-1.4877,5.8910
81.4684,1872.5767,-1.4248,5.9110
81.6435,1871.5203,-1.3558,5.9499
81.8989,1870.4482,-1.2828,5.9888
82.2433,1869.3663,-1.2039,6.0414
82.6364,1868.3971,-1.1315,6.0843
83.1309,1867.3982,-1.0591,6.1292
83.7034,1866.4220,-0.9891,6.1510
84.3164,1865.5226,-0.9224,6.1646
85.0144,1864.6350,-0.8565,6.1745
85.7630,1863.8005,-0.7976,6.1814
86.5662,1863.0023,-0.7454,6.1887
87.3896,1862.2617,-0.6998,6.1986
88.2713,1861.5375,-0.6579,6.2234
89.1697,1860.8584,-0.6216,6.2645
90.1536,1860.1691,-0.5843,6.3350
91.0809,1859.5671,-0.5514,6.4164
92.0617,1858.9756,-0.5202,6.5330
93.0933,1858.3953,-0.4898,6.6621
93.9939,1857.9214,-0.4621,6.7817
94.9241,1857.4651,-0.4331,6.8871
95.8837,1857.0291,-0.4043,7.0026
96.8678,1856.6152,-0.3753,7.0949
97.8706,1856.2271,-0.3384,7.1923
98.8855,1855.8785,-0.2944,7.2844
99.9511,1855.5684,-0.2451,7.3872
101.0475,1855.3081,-0.1949,7.4675
102.1526,1855.1027,-0.1471,7.5152
103.3052,1854.9443,-0.1029,7.5634
104.3920,1854.8416,-0.0675,7.5956
105.5261,1854.7732,-0.0359,7.6187
106.6740,1854.7397,-0.0099,7.6341
107.8309,1854.7350,0.0094,7.6590
108.9731,1854.7504,0.0209,7.6970
110.1193,1854.7770,0.0264,7.7596
111.3130,1854.8098,0.0287,7.8658
112.4968,1854.8444,0.0282,8.0030
113.7068,1854.8784,0.0285,8.1398
114.9403,1854.9138,0.0324,8.3056
115.9891,1854.9489,0.0338,8.4319
117.0068,1854.9838,0.0337,8.5574
118.0735,1855.0198,0.0320,8.6803
119.3665,1855.0603,0.0290,8.8195
120.4478,1855.0909,0.0262,8.9520
121.5541,1855.1195,0.0232,9.0607
122.6505,1855.1444,0.0206,9.1642
123.7557,1855.1672,0.0183,9.2620
124.8979,1855.1880,0.0158,9.3536
126.0480,1855.2064,0.0132,9.4397
127.2007,1855.2217,0.0106,9.5183
128.3837,1855.2341,0.0078,9.5906
129.5409,1855.2430,0.0050,9.6560
130.7196,1855.2489,0.0016,9.7150
131.9159,1855.2507,-0.0024,9.7672
133.1048,1855.2474,-0.0068,9.8201
134.3105,1855.2389,-0.0124,9.8598
135.5288,1855.2231,-0.0198,9.8943
136.7039,1855.1987,-0.0289,9.9239
137.9610,1855.1603,-0.0410,9.9495
139.1625,1855.1089,-0.0538,9.9723
140.3366,1855.0432,-0.0675,9.9920
141.6330,1854.9520,-0.0852,10.0107
142.8406,1854.8461,-0.1038,10.0253
144.0559,1854.7161,-0.1243,10.0380
145.2885,1854.5581,-0.1465,10.0493
146.5145,1854.3733,-0.1698,10.0590
147.7060,1854.1655,-0.1933,10.0674
148.8980,1853.9287,-0.2177,10.0748
150.0983,1853.6591,-0.2431,10.0815
151.2967,1853.3579,-0.2691,10.0879
152.4990,1853.0219,-0.2953,10.0942
153.6818,1852.6576,-0.3218,10.1010
154.8341,1852.2693,-0.3481,10.1067
156.0188,1851.8342,-0.3754,10.1117
157.1418,1851.3875,-0.4009,10.1159
158.2818,1850.8989,-0.4267,10.1194
159.4322,1850.3702,-0.4523,10.1229
160.5207,1849.8364,-0.4759,10.1270
161.6072,1849.2712,-0.4988,10.1326
162.6983,1848.6720,-0.5216,10.1396
163.7550,1848.0602,-0.5439,10.1488
164.8101,1847.4175,-0.5663,10.1635
165.8480,1846.7528,-0.5885,10.1805
166.8674,1846.0676,-0.6105,10.2012
167.8911,1845.3459,-0.6330,10.2257
168.8999,1844.6008,-0.6553,10.2529
169.9072,1843.8212,-0.6782,10.2812
170.8960,1843.0194,-0.7015,10.3097
171.8705,1842.1908,-0.7251,10.3376
172.8109,1841.3521,-0.7486,10.3692
173.5622,1840.6525,-0.7678,10.3867
174.4406,1839.7988,-0.7904,10.4117
175.3494,1838.8738,-0.8142,10.4407
176.2295,1837.9353,-0.8375,10.4631
177.1010,1836.9612,-0.8613,10.4843
177.7605,1836.1921,-0.8796,10.5022
178.5894,1835.1833,-0.9022,10.5235
179.3938,1834.1582,-0.9240,10.5448
180.1541,1833.1453,-0.9441,10.5679
180.9131,1832.0897,-0.9641,10.5931
181.4937,1831.2513,-0.9787,10.6173
182.2232,1830.1595,-0.9966,10.6502
182.7689,1829.3143,-1.0098,10.6824
183.3060,1828.4585,-1.0226,10.7198
183.8469,1827.5715,-1.0352,10.7629
184.3573,1826.7115,-1.0474,10.8004
184.8811,1825.8041,-1.0609,10.8513
185.3801,1824.9135,-1.0748,10.9058
185.8628,1824.0236,-1.0893,10.9509
186.3418,1823.1074,-1.1045,11.0110
186.8085,1822.1792,-1.1196,11.0799
187.2657,1821.2327,-1.1349,11.1440
187.7137,1820.2672,-1.1505,11.1925
188.1446,1819.2997,-1.1657,11.2457
188.5712,1818.3018,-1.1811,11.2946
188.9676,1817.3352,-1.1952,11.3339
189.3568,1816.3457,-1.2087,11.3821
189.7366,1815.3411,-1.2218,11.4301
190.1103,1814.3126,-1.2347,11.4786
190.4745,1813.2688,-1.2473,11.5189
190.8257,1812.2194,-1.2593,11.5721
191.1636,1811.1681,-1.2707,11.6284
191.4915,1810.1061,-1.2818,11.6896
191.8122,1809.0251,-1.2926,11.7574
192.1226,1807.9358,-1.3029,11.8167
192.4209,1806.8458,-1.3127,11.8948
192.7096,1805.7490,-1.3225,11.9766
192.9943,1804.6230,-1.3322,12.0610
193.2648,1803.5078,-1.3416,12.1293
193.5281,1802.3757,-1.3514,12.2147
193.7857,1801.2179,-1.3616,12.3003
194.0294,1800.0677,-1.3718,12.3854
194.2617,1798.9130,-1.3819,12.4689
194.4915,1797.7075,-1.3925,12.5348
194.7014,1796.5388,-1.4027,12.6156
194.9020,1795.3521,-1.4129,12.6939
195.0933,1794.1438,-1.4229,12.7701
195.2760,1792.9102,-1.4325,12.8432
195.4421,1791.7095,-1.4413,12.8990
195.5975,1790.5105,-1.4493,12.9669
195.7296,1789.4275,-1.4562,13.0190
195.8926,1787.9955,-1.4647,13.0933
196.0191,1786.8015,-1.4717,13.1405
196.1428,1785.5486,-1.4787,13.1969
196.2616,1784.2520,-1.4857,13.2499
196.3669,1783.0092,-1.4921,13.3000
196.4668,1781.7316,-1.4982,13.3473
196.5591,1780.4532,-1.5040,13.3840
196.6438,1779.1750,-1.5095,13.4268
196.7210,1777.9092,-1.5144,13.4671
196.7923,1776.6373,-1.5186,13.5054
196.8605,1775.3207,-1.5223,13.5345
196.9221,1774.0415,-1.5253,13.5687
196.9800,1772.7609,-1.5274,13.6026
197.0362,1771.4492,-1.5291,13.6476
197.0887,1770.1802,-1.5313,13.6911
197.1394,1768.8899,-1.5345,13.7577
197.1868,1767.5775,-1.5387,13.8343
197.2307,1766.2408,-1.5406,13.9127
197.2724,1764.7964,-1.5027,14.0040
197.3387,1763.6406,-1.4683,14.1203
197.4764,1762.2937,-1.4395,14.2554
197.6565,1760.9629,-1.4166,14.3559
197.8749,1759.5908,-1.3974,14.4606
198.1150,1758.2344,-1.3809,14.5543
198.3829,1756.8516,-1.3718,14.6341
198.6563,1755.5050,-1.3692,14.6937
198.9442,1754.1060,-1.3709,14.7661
199.2235,1752.7318,-1.3761,14.8375
199.5015,1751.3230,-1.3814,14.9151
199.6894,1750.3364,-1.3822,14.9512
199.9517,1748.9545,-1.3874,14.9923
200.2139,1747.5442,-1.4022,15.0154
200.3860,1746.5588,-1.4165,15.0236
200.6052,1745.1636,-1.4392,15.0251
200.7955,1743.7328,-1.4636,15.0033
200.9472,1742.3290,-1.4877,14.9700
201.0344,1741.3308,-1.5037,14.9337
201.1298,1739.9158,-1.5248,14.8855
201.1792,1738.9131,-1.5386,14.8462
201.2137,1737.9119,-1.5499,14.8308
201.2415,1736.5342,-1.5625,14.7833
201.2518,1735.1163,-1.5724,14.7369
201.2480,1733.7423,-1.5780,14.7001
201.2361,1732.3206,-1.5810,14.6542
201.2209,1730.9312,-1.5824,14.6086
201.2041,1729.5345,-1.5823,14.5631
201.1879,1728.1743,-1.5810,14.5267
201.1733,1726.7924,-1.5790,14.4811
201.1615,1725.4001,-1.5767,14.4537
201.1531,1724.0143,-1.5744,14.4281
201.1481,1722.6295,-1.5722,14.4048
201.1461,1721.2444,-1.5701,14.3659
201.1471,1719.8940,-1.5683,14.3403
201.1512,1718.3202,-1.5667,14.3229
201.1559,1717.1265,-1.5658,14.2900
201.1624,1715.8035,-1.5649,14.2765
201.1704,1714.4340,-1.5643,14.2637
201.1792,1713.0699,-1.5640,14.2437
201.1883,1711.7053,-1.5638,14.2214
201.1977,1710.3271,-1.5638,14.2133
201.2071,1708.9662,-1.5639,14.2012
201.2162,1707.5996,-1.5641,14.1886
201.2250,1706.2529,-1.5643,14.1760
201.2337,1704.8872,-1.5645,14.1634
201.2420,1703.5436,-1.5647,14.1535
201.2502,1702.1700,-1.5649,14.1414
201.2579,1700.8330,-1.5651,14.1298
201.2655,1699.4709,-1.5652,14.1188
201.2728,1698.1152,-1.5654,14.1083
201.2798,1696.7731,-1.5655,14.1003
201.2868,1695.3948,-1.5656,14.0907
201.2936,1694.0433,-1.5656,14.0817
201.3003,1692.7102,-1.5657,14.0733
201.3071,1691.3523,-1.5658,14.0654
201.3138,1689.9952,-1.5659,14.0595
201.3203,1688.6184,-1.5661,14.0526
201.3264,1687.2776,-1.5662,14.0461
201.3325,1685.9232,-1.5663,14.0402
201.3384,1684.5596,-1.5663,14.0347
201.3443,1683.1880,-1.5663,14.0295
201.3502,1681.8612,-1.5662,14.0259
201.3564,1680.4877,-1.5661,14.0217
201.3625,1679.1550,-1.5660,14.0178
201.3689,1677.8109,-1.5658,14.0142
201.3755,1676.4489,-1.5657,14.0111
201.3822,1675.1118,-1.5655,14.0087
201.3891,1673.7625,-1.5654,14.0059
201.3964,1672.3906,-1.5653,14.0033
201.4035,1671.0674,-1.5652,14.0011
201.4109,1669.7122,-1.5652,13.9992
201.4184,1668.3474,-1.5653,13.9976
201.4255,1667.0137,-1.5653,13.9965
201.4328,1665.6478,-1.5653,13.9953
201.4400,1664.2930,-1.5653,13.9941
201.4471,1662.9692,-1.5653,13.9930
201.4545,1661.6039,-1.5653,13.9920
201.4616,1660.2733,-1.5653,13.9911
201.4686,1658.9425,-1.5653,13.9901
201.4758,1657.6012,-1.5653,13.9890
201.4831,1656.2446,-1.5653,13.9880
201.4901,1654.9226,-1.5654,13.9869
201.4972,1653.5823,-1.5655,13.9861
201.5044,1652.1990,-1.5656,13.9854
201.5111,1650.8915,-1.5657,13.9846
201.5178,1649.5430,-1.5659,13.9842
201.5248,1648.0906,-1.5660,13.9841
201.5304,1646.8800,-1.5662,13.9844
201.5363,1645.5364,-1.5663,13.9867
201.5421,1644.1897,-1.5663,13.9854
201.5476,1642.8569,-1.5662,13.9865
201.5535,1641.5458,-1.5661,13.9894
201.5597,1640.1891,-1.5659,13.9897
201.5660,1638.8623,-1.5657,13.9902
201.5726,1637.5374,-1.5654,13.9905
201.5795,1636.2058,-1.5651,13.9904
201.5869,1634.8512,-1.5648,13.9901
201.5949,1633.4766,-1.5646,13.9897
201.6028,1632.1802,-1.5645,13.9890
201.6114,1630.8201,-1.5644,13.9884
201.6200,1629.4709,-1.5645,13.9877
201.6282,1628.1659,-1.5646,13.9874
201.6363,1626.8301,-1.5648,13.9871
201.6443,1625.4707,-1.5650,13.9870
201.6518,1624.1172,-1.5654,13.9868
201.6586,1622.8308,-1.5658,13.9867
201.6650,1621.4777,-1.5663,13.9865
201.6716,1619.9121,-1.5668,13.9861
201.6758,1618.7759,-1.5671,13.9857
201.6803,1617.4750,-1.5673,13.9853
201.6849,1616.1044,-1.5675,13.9851
201.6891,1614.7919,-1.5677,13.9850
201.6933,1613.4387,-1.5676,13.9851
201.6972,1612.1285,-1.5674,13.9853
201.7014,1610.8014,-1.5670,13.9854
201.7062,1609.4856,-1.5661,13.9856
201.7121,1608.1539,-1.5634,13.9859
201.7219,1606.8048,-1.5601,13.9863
201.7361,1605.4810,-1.5569,13.9866
201.7549,1604.1389,-1.5535,13.9870
201.7776,1602.8270,-1.5510,13.9875
201.8043,1601.4976,-1.5493,13.9881
201.8333,1600.1617,-1.5467,13.9923
201.8655,1598.8186,-1.5438,14.0093
201.9013,1597.4973,-1.5424,14.0370
201.9393,1596.1658,-1.5421,14.0731
201.9770,1594.8516,-1.5428,14.1056
202.0135,1593.5498,-1.5445,14.1530
202.0429,1592.4401,-1.5467,14.1934
202.0715,1591.2583,-1.5495,14.2363
202.1000,1589.9078,-1.5530,14.2927
202.1235,1588.5653,-1.5563,14.3391
202.1427,1587.2108,-1.5592,14.3980
202.1584,1585.8231,-1.5619,14.4575
202.1704,1584.4460,-1.5643,14.5172
202.1789,1583.0798,-1.5663,14.5644
202.1859,1581.2520,-1.5683,14.6450
202.1891,1579.8586,-1.5692,14.6902
202.1910,1578.4238,-1.5698,14.7453
202.1920,1577.0071,-1.5703,14.7985
202.1923,1575.5997,-1.5702,14.8495
202.1924,1574.5984,-1.5698,14.8788
202.1935,1573.1880,-1.5689,14.9260
202.1963,1571.8032,-1.5677,14.9720
202.1994,1570.7953,-1.5666,14.9987
202.2054,1569.3939,-1.5654,15.0422
202.2134,1567.9329,-1.5645,15.0758
202.2226,1566.4791,-1.5641,15.1163
202.2321,1565.0453,-1.5639,15.1545
202.2417,1563.6149,-1.5638,15.1913
202.2487,1562.5872,-1.5636,15.2122
202.2590,1561.1310,-1.5635,15.2456
202.2664,1560.1211,-1.5635,15.2648
202.2768,1558.6826,-1.5637,15.2955
202.2841,1557.6735,-1.5639,15.3135
202.2914,1556.6414,-1.5642,15.3368
202.3007,1555.2310,-1.5647,15.3589
202.3069,1554.2081,-1.5651,15.3747
202.3125,1553.2021,-1.5657,15.3949
202.3176,1552.1711,-1.5662,15.4089
202.3239,1550.7311,-1.5669,15.4314
202.3279,1549.7056,-1.5674,15.4441
202.3315,1548.6835,-1.5678,15.4564
202.3359,1547.2625,-1.5683,15.4770
202.3384,1546.2296,-1.5686,15.4885
202.3406,1545.1838,-1.5689,15.5031
202.3429,1543.7567,-1.5691,15.5168
202.3445,1542.7106,-1.5692,15.5299
202.3467,1541.2906,-1.5693,15.5423
202.3482,1540.2736,-1.5693,15.5508
202.3496,1539.2395,-1.5693,15.5618
202.3510,1538.2261,-1.5691,15.5693
202.3524,1537.1820,-1.5687,15.5756
202.3546,1536.1819,-1.5683,15.5858
202.3571,1535.1785,-1.5676,15.5928
202.3604,1534.1392,-1.5670,15.5995
202.3658,1532.7102,-1.5661,15.6105
202.3705,1531.6309,-1.5655,15.6164
202.3753,1530.6206,-1.5652,15.6217
202.3831,1529.1946,-1.5649,15.6298
202.3890,1528.1853,-1.5649,15.6343
202.3952,1527.1604,-1.5650,15.6389
202.4012,1526.1379,-1.5653,15.6448
202.4090,1524.7004,-1.5657,15.6502
202.4140,1523.6959,-1.5661,15.6555
202.4188,1522.6951,-1.5665,15.6594
202.4232,1521.6838,-1.5668,15.6631
202.4268,1520.6779,-1.5672,15.6661
202.4301,1519.6576,-1.5679,15.6692
202.4336,1518.2090,-1.5693,15.6740
202.4349,1517.1992,-1.5706,15.6767
202.4354,1516.1807,-1.5724,15.6805
202.4346,1515.1552,-1.5748,15.6831
202.4314,1514.1149,-1.5773,15.6859
202.4221,1512.6703,-1.5809,15.6902
202.4121,1511.6582,-1.5834,15.6924
202.3991,1510.6272,-1.5857,15.6945
202.3838,1509.6134,-1.5873,15.6964
202.3664,1508.5857,-1.5882,15.6986
202.3479,1507.5657,-1.5884,15.6949
202.3294,1506.5408,-1.5878,15.6993
202.3117,1505.5378,-1.5864,15.7028
202.2955,1504.5311,-1.5846,15.7099
202.2802,1503.5226,-1.5823,15.7088
202.2669,1502.5125,-1.5796,15.7064
202.2563,1501.4932,-1.5768,15.7054
202.2490,1500.4344,-1.5742,15.7045
202.2442,1498.9929,-1.5708,15.7039
202.2442,1497.9545,-1.5686,15.7061
202.2481,1496.5020,-1.5663,15.7116
202.2529,1495.4653,-1.5650,15.7198
202.2613,1494.0403,-1.5636,15.7296
202.2683,1493.0090,-1.5630,15.7379
202.2757,1492.0001,-1.5627,15.7499
202.2833,1490.9758,-1.5627,15.7593
202.2912,1489.9534,-1.5628,15.7690
202.3025,1488.4948,-1.5631,15.7858
202.3102,1487.4893,-1.5634,15.7962
202.3180,1486.4406,-1.5637,15.8067
202.3279,1485.0258,-1.5642,15.8245
202.3348,1483.9928,-1.5644,15.8349
202.3415,1482.9478,-1.5647,15.8456
202.3479,1481.9275,-1.5648,15.8562
202.3545,1480.9069,-1.5650,15.8718
202.3611,1479.8960,-1.5651,15.8840
202.3678,1478.8716,-1.5652,15.8966
202.3744,1477.8267,-1.5653,15.9101
202.3802,1476.7954,-1.5654,15.9282
202.3854,1475.7609,-1.5656,15.9413
202.3901,1474.7175,-1.5657,15.9537
202.3947,1473.6799,-1.5657,15.9656
202.4012,1472.2051,-1.5658,15.9837
202.4059,1471.1963,-1.5658,15.9939
202.4107,1470.1825,-1.5658,16.0035
202.4161,1469.0647,-1.5658,16.0158
202.4231,1467.6467,-1.5658,16.0274
202.4281,1466.6367,-1.5658,16.0357
202.4331,1465.6273,-1.5658,16.0437
202.4381,1464.5933,-1.5657,16.0539
202.4432,1463.5522,-1.5657,16.0611
202.4482,1462.5339,-1.5656,16.0681
202.4534,1461.4686,-1.5656,16.0747
202.4606,1460.0181,-1.5655,16.0849
202.4661,1458.9653,-1.5654,16.0908
202.4716,1457.9219,-1.5652,16.0963
202.4773,1456.8882,-1.5651,16.1035
202.4831,1455.8507,-1.5650,16.1087
202.4890,1454.8038,-1.5650,16.1137
202.4950,1453.7723,-1.5650,16.1187
202.5008,1452.7449,-1.5651,16.1253
202.5066,1451.7015,-1.5652,16.1303
202.5123,1450.6599,-1.5654,16.1352
202.5178,1449.6115,-1.5655,16.1399
202.5228,1448.5970,-1.5656,16.1445
202.5278,1447.5422,-1.5658,16.1501
202.5325,1446.4729,-1.5659,16.1540
202.5369,1445.4237,-1.5660,16.1577
202.5413,1444.3599,-1.5660,16.1608
202.5454,1443.3507,-1.5659,16.1642
202.5498,1442.3245,-1.5659,16.1665
202.5543,1441.2809,-1.5658,16.1680
202.5588,1440.2434,-1.5657,16.1683
202.5638,1439.1489,-1.5655,16.1667
202.5687,1438.1226,-1.5654,16.1646
202.5744,1436.9478,-1.5652,16.1616
202.5815,1435.5698,-1.5651,16.1545
202.5870,1434.5166,-1.5650,16.1495
202.5927,1433.4518,-1.5649,16.1439
202.5985,1432.3743,-1.5649,16.1358
202.6041,1431.3419,-1.5649,16.1295
202.6099,1430.2997,-1.5650,16.1229
202.6156,1429.2456,-1.5651,16.1161
202.6212,1428.1782,-1.5652,16.1069
202.6266,1427.1350,-1.5653,16.1000
202.6320,1426.0706,-1.5655,16.0930
202.6372,1425.0028,-1.5657,16.0859
202.6420,1423.9873,-1.5658,16.0768
202.6468,1422.9246,-1.5660,16.0700
202.6514,1421.8774,-1.5661,16.0633
202.6560,1420.8025,-1.5662,16.0566
202.6603,1419.7625,-1.5663,16.0479
202.6645,1418.7236,-1.5664,16.0417
202.6685,1417.7006,-1.5664,16.0356
202.6726,1416.6584,-1.5665,16.0295
202.6768,1415.6005,-1.5665,16.0218
202.6807,1414.5690,-1.5665,16.0162
202.6848,1413.5197,-1.5664,16.0108
202.6888,1412.4934,-1.5664,16.0056
202.6928,1411.4685,-1.5664,15.9989
202.6969,1410.4146,-1.5663,15.9941
202.7010,1409.3684,-1.5662,15.9893
202.7052,1408.3373,-1.5661,15.9848
202.7096,1407.2863,-1.5659,15.9790
202.7141,1406.2581,-1.5656,15.9749
202.7189,1405.2133,-1.5652,15.9709
202.7243,1404.1503,-1.5650,15.9658
202.7296,1403.1311,-1.5649,15.9621
202.7354,1402.0706,-1.5648,15.9586
202.7411,1401.0479,-1.5649,15.9552
202.7469,1399.9792,-1.5650,15.9510
202.7524,1398.9554,-1.5651,15.9480
202.7578,1397.9119,-1.5653,15.9451
202.7632,1396.8425,-1.5654,15.9423
202.7683,1395.7960,-1.5656,15.9388
202.7732,1394.7493,-1.5657,15.9363
202.7780,1393.6855,-1.5658,15.9339
202.7826,1392.6367,-1.5658,15.9309
202.7870,1391.6270,-1.5659,15.9285
202.7914,1390.6073,-1.5659,15.9264
202.7957,1389.6010,-1.5658,15.9243
202.8004,1388.5336,-1.5658,15.9222
202.8049,1387.4952,-1.5657,15.9196
202.8095,1386.4581,-1.5656,15.9176
202.8164,1384.9614,-1.5654,15.9144
202.8212,1383.9525,-1.5653,15.9125
202.8286,1382.4272,-1.5651,15.9094
202.8361,1380.9659,-1.5649,15.9068
202.8416,1379.9253,-1.5647,15.9047
202.8473,1378.9022,-1.5643,15.9033
202.8561,1377.4331,-1.5637,15.9014
202.8626,1376.4213,-1.5632,15.8997
202.8699,1375.3818,-1.5627,15.8985
202.8775,1374.3601,-1.5622,15.8975
202.8856,1373.3446,-1.5618,15.8965
202.8945,1372.2891,-1.5614,15.8953
202.9034,1371.2773,-1.5611,15.8946
202.9130,1370.2334,-1.5608,15.8938
202.9226,1369.2173,-1.5605,15.8932
202.9330,1368.1624,-1.5603,15.8926
202.9476,1366.7085,-1.5595,15.8920
202.9585,1365.6827,-1.5584,15.8916
202.9704,1364.6407,-1.5560,15.8918
202.9839,1363.6141,-1.5511,15.8915
203.0015,1362.5891,-1.5444,15.8898
203.0267,1361.5198,-1.5364,15.8885
203.0587,1360.5057,-1.5282,15.8870
203.0999,1359.4795,-1.5195,15.8861
203.1498,1358.4587,-1.5110,15.8857
203.2091,1357.4338,-1.5032,15.8857
203.2778,1356.4103,-1.4937,15.8756
203.3554,1355.3433,-1.4736,15.8792
203.4508,1354.2858,-1.4536,15.8906
203.5625,1353.2731,-1.4353,15.9005
